iter	Logloss
283	0.3962832492
284	0.3957685526
285	0.3956143115
286	0.3953047389
287	0.3951176463
288	0.3947390543
289	0.3943895566
290	0.3940888203
291	0.3937580362
292	0.3935852653
293	0.3934098801
294	0.3931684901
295	0.3929300948
296	0.3926764142
297	0.3924655598
298	0.3923310794
299	0.3921107491
300	0.3918762862
301	0.3916075328
302	0.3913017593
303	0.39108667
304	0.3906999981
305	0.3903450129
306	0.3900746689
307	0.389938352
308	0.3896293574
309	0.389421681
310	0.3891999438
311	0.3890339652
312	0.388851079
313	0.3886044561
314	0.3882656899
315	0.3878635772
316	0.3876130762
317	0.3873176077
318	0.3871558207
319	0.3868430052
320	0.3866132861
321	0.3864225828
322	0.3861117652
323	0.3858698402
324	0.3855365789
325	0.3852316242
326	0.3850099584
327	0.3848184677
328	0.3847136446
329	0.3844929778
330	0.3843354185
331	0.3841618943
332	0.3839395326
333	0.3838044037
334	0.38330779
335	0.383023138
336	0.3828212161
337	0.3826458933
338	0.3824398502
339	0.3822847025
340	0.3820522205
341	0.3817972557
342	0.3815675977
343	0.3814333727
344	0.3811269575
345	0.3807412393
346	0.3805146275
347	0.3802316352
348	0.3798656222
349	0.3795832171
350	0.3794543957
351	0.3791412441
352	0.3788229771
353	0.3786244389
354	0.3784339799
355	0.3782381257
356	0.3780476407
357	0.3777141556
358	0.3776112423
359	0.3773405256
360	0.3771620228
361	0.3769101477
362	0.3765392785
363	0.3762843813
364	0.3759934781
365	0.3758000049
366	0.3755961888
367	0.3752852458
368	0.3750246512
369	0.3747645301
370	0.3743235103
371	0.373995825
372	0.3736050359
373	0.3734187711
374	0.3732443468
375	0.3730139507
376	0.3727469287
377	0.3724569892
378	0.3722475219
379	0.3719927717
380	0.371786577
381	0.3715188524
382	0.3713278067
383	0.3711114072
384	0.3706888909
385	0.3705097622
386	0.3702121416
387	0.3699499876
388	0.3696196188
389	0.3693778605
390	0.3691457314
391	0.3687536462
392	0.3685554606
393	0.3683695652
394	0.3681096629
395	0.3678275478
396	0.3675436401
397	0.367421943
398	0.3673151023
399	0.3670560333
400	0.3667342198
401	0.3665437618
402	0.3661081038
403	0.3658421032
404	0.365560772
405	0.3651847127
406	0.3650072052
407	0.3647156193
408	0.3643943158
409	0.3642614936
410	0.3640743769
411	0.3638939962
412	0.3636711801
413	0.3634909004
414	0.3632480955
415	0.3628485327
416	0.3625257566
417	0.3623387427
418	0.3620843119
419	0.3618336396
420	0.3615819692
421	0.3613825297
422	0.361141036
423	0.3609556338
424	0.3607229765
425	0.3604596325
426	0.360260257
427	0.3601110512
428	0.3598877322
429	0.3597272467
430	0.3595201086
431	0.3591738298
432	0.3589656618
433	0.3587198849
434	0.3584651238
435	0.3582707156
436	0.3579538237
437	0.3577260807
438	0.3575350877
439	0.3573147298
440	0.3571469283
441	0.3569062085
442	0.3565618594
443	0.3563031794
444	0.3561648171
445	0.3559967015
446	0.3557576895
447	0.3555367938
448	0.3553394373
449	0.3551973447
